t_opt,N_max,p,ASN,P50,P90,P_accept,P_reject,P_undecided,mass_residual,status
100,100,0.05,99.53880041213249,100,100,0.04830885184186433,2.1244142692958763e-08,0.9516911269139887,4.218847493575595e-15,SUCCESS_EXACT
100,100,0.07,99.91581374403154,100,100,0.008979629863068352,3.048466285102233e-06,0.991017321670641,5.551115123125783e-15,SUCCESS_EXACT
100,100,0.08,99.96449551615194,100,100,0.0037227216233622685,2.0697777512212425e-05,0.9962565805991291,3.552713678800501e-15,SUCCESS_EXACT
100,100,0.09,99.98304216490257,100,100,0.0015107112613532995,0.00010586882999482464,0.9983834199086548,2.886579864025407e-15,SUCCESS_EXACT
100,100,0.1,99.98401777930037,100,100,0.0006014647107039869,0.0004286155793788455,0.9989699197099202,3.1086244689504383e-15,SUCCESS_EXACT
100,100,0.11,99.96492264458487,100,100,0.00023533045895979775,0.0014267873621160627,0.9983378821789255,1.3322676295501878e-15,SUCCESS_EXACT
100,100,0.12,99.90868440487537,100,100,9.060304827673465e-05,0.004023460955318548,0.9958859359964051,4.440892098500626e-16,SUCCESS_EXACT
100,100,0.13,99.78060875354198,100,100,3.435893077401703e-05,0.009842496531915003,0.9901231445373112,2.220446049250313e-16,SUCCESS_EXACT
100,100,0.15,99.06808625497997,100,100,4.736465519241037e-06,0.041380000043299385,0.9586152634911786,2.7755575615628914e-15,SUCCESS_EXACT
100,100,0.2,90.89803321693428,100,100,2.6723270939849938e-08,0.34285186384407496,0.6571481094326593,5.329070518200751e-15,SUCCESS_EXACT
100,100,0.3,54.416879382128485,52,82,3.5056051917064337e-13,0.9680638227437571,0.03193617725588942,2.886579864025407e-15,SUCCESS_EXACT
100,200,0.01,94.14162454183132,95,109,0.9998854478961311,7.332258154112532e-18,0.00011455210386823194,6.661338147750939e-16,SUCCESS_EXACT
100,200,0.03,134.0562874606349,123,200,0.8974020190403351,1.3482906037261571e-11,0.1025979809461785,3.552713678800501e-15,SUCCESS_EXACT
100,200,0.05,175.70736950206236,200,200,0.4357965017381926,2.4543748128784772e-08,0.5642034737180516,7.66053886991358e-15,SUCCESS_EXACT
100,200,0.07,194.5877080218464,200,200,0.10636784394505865,5.6826416228879896e-06,0.8936264734133079,1.0547118733938987e-14,SUCCESS_EXACT
100,200,0.08,197.77968356756867,200,200,0.043421198133606495,5.262567504579766e-05,0.9565261761913553,7.549516567451064e-15,SUCCESS_EXACT
100,200,0.09,199.12850067765157,200,200,0.016135428496632277,0.00035991675585330204,0.9835046547475202,5.773159728050814e-15,SUCCESS_EXACT
100,200,0.1,199.57473239960754,200,200,0.0055707395804517066,0.0018485753095620083,0.9925806851099921,5.773159728050814e-15,SUCCESS_EXACT
100,200,0.11,199.45394166499995,200,200,0.0018187498917420202,0.0073038094225260945,0.9908774406857348,2.886579864025407e-15,SUCCESS_EXACT
100,200,0.12,198.64507329753272,200,200,0.0005703281461429757,0.022820902370270846,0.9766087694835868,6.661338147750939e-16,SUCCESS_EXACT
100,200,0.13,196.68158594953863,200,200,0.00017416194663657492,0.057970287964195705,0.9418555500891678,0.0,SUCCESS_EXACT
100,200,0.15,186.73443267223146,200,200,1.5698238255549476e-05,0.2226334298855631,0.7773508718761761,5.218048215738236e-15,SUCCESS_EXACT
100,200,0.2,126.99323979308966,121,200,4.1748887312160783e-08,0.854503550136998,0.1454964081141219,7.105427357601002e-15,SUCCESS_EXACT
100,200,0.3,54.87351182338731,52,82,3.6270665248325124e-13,0.9999850034091283,1.4996590506139173e-05,2.7755575615628914e-15,SUCCESS_EXACT
100,400,0.01,94.14261888063685,95,109,0.9999999999996535,7.332258154112532e-18,3.4570438298594836e-13,7.771561172376096e-16,SUCCESS_EXACT
100,400,0.03,137.47687602434846,123,203,0.9997290990028015,1.348291400948325e-11,0.00027090098371190775,3.774758283725532e-15,SUCCESS_EXACT
100,400,0.05,229.93810114655585,216,394,0.9022443764995485,2.45944483419468e-08,0.09775559890599325,9.880984919163893e-15,SUCCESS_EXACT
100,400,0.07,345.70320830462776,400,400,0.37301561207743045,6.244135812285008e-06,0.6269781437867384,1.887379141862766e-14,SUCCESS_EXACT
100,400,0.08,377.5370138782545,400,400,0.15695267333637328,6.95293509979746e-05,0.8429777973126436,1.4876988529977098e-14,SUCCESS_EXACT
100,400,0.09,392.0227926454275,400,400,0.05229009721662289,0.0006322726056509938,0.9470776301777372,1.1102230246251565e-14,SUCCESS_EXACT
100,400,0.1,396.8124758174489,400,400,0.01473759533719855,0.004388489320432963,0.9808739153423796,1.1102230246251565e-14,SUCCESS_EXACT
100,400,0.11,395.9812266079115,400,400,0.003774998724747394,0.021907955004630983,0.9743170462706271,5.551115123125783e-15,SUCCESS_EXACT
100,400,0.12,388.75455865007507,400,400,0.0009389361785495673,0.07770852557322018,0.921352538248231,8.881784197001252e-16,SUCCESS_EXACT
100,400,0.13,371.577151267756,400,400,0.00023788189473761143,0.2003710872233084,0.7993910308819542,2.220446049250313e-16,SUCCESS_EXACT
100,400,0.15,302.48326790814116,339,400,1.7316847423437197e-05,0.6067106294592107,0.39327205369335744,8.43769498715119e-15,SUCCESS_EXACT
100,400,0.2,134.76039882402122,121,222,4.1834778631464345e-08,0.9973845729643825,0.0026153852008466857,7.771561172376096e-15,SUCCESS_EXACT
100,400,0.3,54.87371053201915,52,82,3.6270665248325124e-13,0.9999999999991696,4.656083975723594e-13,2.1094237467877974e-15,SUCCESS_EXACT
100,800,0.01,94.1426188806407,95,109,0.9999999999999992,7.332258154112532e-18,0.0,7.771561172376096e-16,SUCCESS_EXACT
100,800,0.03,137.48547609320087,123,203,0.999999999597567,1.348291400948325e-11,3.8894646128563547e-10,3.6637359812630166e-15,SUCCESS_EXACT
100,800,0.05,239.5032626811781,216,394,0.9985536522394692,2.4594469044486504e-08,0.001446323166051225,1.0547118733938987e-14,SUCCESS_EXACT
100,800,0.07,516.4204124098684,516,800,0.7319384732746256,6.266478188389773e-06,0.26805526024715753,2.853273173286652e-14,SUCCESS_EXACT
100,800,0.08,673.2801176037309,800,800,0.35671346523064074,7.249374051623481e-05,0.6432140410288698,2.6645352591003757e-14,SUCCESS_EXACT
100,800,0.09,759.1107490263357,800,800,0.10797976083342768,0.0007815300636878475,0.8912387091029057,2.1316282072803006e-14,SUCCESS_EXACT
100,800,0.1,786.435729654734,800,800,0.02366899425148625,0.007527591761040578,0.9688034139874948,2.1538326677728037e-14,SUCCESS_EXACT
100,800,0.11,779.6123008802228,800,800,0.004726480465043735,0.050996707553429485,0.9442768119815375,1.0658141036401503e-14,SUCCESS_EXACT
100,800,0.12,732.1230514920251,800,800,0.001015550544960846,0.20552180033145045,0.7934626491235901,1.3322676295501878e-15,SUCCESS_EXACT
100,800,0.13,631.3904170031864,800,800,0.00024299360805569116,0.4931105116779795,0.5066464947139645,3.3306690738754696e-16,SUCCESS_EXACT
100,800,0.15,377.3755154239539,339,708,1.7331958699005796e-05,0.9375255029386936,0.062457165102598286,9.103828801926284e-15,SUCCESS_EXACT
100,800,0.2,134.88035325543626,121,222,4.183477952240468e-08,0.9999997551533606,2.0301186817153525e-07,8.215650382226158e-15,SUCCESS_EXACT
100,800,0.3,54.873710532024816,52,82,3.6270665248325124e-13,0.9999999999996355,0.0,1.7763568394002505e-15,SUCCESS_EXACT
100,1600,0.01,94.1426188806407,95,109,0.9999999999999992,7.332258154112532e-18,0.0,7.771561172376096e-16,SUCCESS_EXACT
